Sample	type	UAR.X	UAR.Y
N1052	XY	4.441857452	0.110587341
N1053	XY	4.870531971	0.070048178
N1054	XY	4.537534775	0.093387582
N1055	XY	4.688441323	0.09027928
N1056	XY	4.569266825	0.103305046
N1057	XY	4.747774644	0.07711206
N1058	XY	4.981493001	0.060892926
N1059	XY	4.50904557	0.110725474
N1060	XY	5.043224386	0.045665002
N1061	XY	4.949357378	0.057965966
N1062	XY	4.840567476	0.075099965
N1063	XY	4.603649759	0.090458525
N1064	XY	4.895075685	0.064584155
N1065	XY	4.466575264	0.111472193
N1066	XY	4.714279449	0.082732934
N1067	XY	4.710489464	0.079899975
N1068	XY	4.317004795	0.123184088
N1069	XY	4.760985941	0.074081921
N1070	XY	4.652598019	0.090238533
N1071	XY	4.791531549	0.067462096
N1072	XY	4.628337698	0.085679334
N1073	XY	4.449121914	0.109843526
N1074	XY	4.798378119	0.069671939
N1075	XY	5.052273258	0.047706632
N1076	XY	4.896746571	0.060813314
N1077	XY	4.750778363	0.087189539
N1078	XY	5.207072652	0.025896428
N1079	XY	4.655597329	0.088005939
N1080	XY	4.960225037	0.059841495
N1081	XY	4.571160025	0.100377221
N1082	XY	4.828250079	0.081756283
N1083	XY	4.596798047	0.103965853
N1084	XY	4.604345419	0.094334172
N1085	XY	4.678852613	0.088775629
N1086	XY	4.789778192	0.077755676
N1087	XY	4.799917596	0.075534481
N1088	XY	4.856263324	0.064555313
N1089	XY	5.123003138	0.037679635
N1090	XY	4.901608251	0.064391358
N1091	XY	5.072745324	0.042067068
N1092	XY	4.925676548	0.058023324
N1093	XY	4.869730843	0.065689024
N1094	XY	4.812272462	0.075149888
N1095	XY	4.708583086	0.087080416
N1096	XY	4.710743582	0.088672522
N1097	XY	4.742745707	0.082758244
N1098	XY	4.626429305	0.085940933
N1099	XY	5.063278448	0.044537372
N1100	XY	4.655198793	0.093971583
N1101	XY	4.939385378	0.056657207
N1102	XY	5.014284509	0.053057731
N1103	XY	4.768234401	0.074484869
N1104	XY	4.703292066	0.080603807
N1105	XY	4.794737166	0.075372761
N1106	XY	4.710119957	0.081673111
N1107	XY	4.55497068	0.07874451
N1108	XY	4.917254075	0.059461041
N1109	XY	4.626722327	0.091377385
N1110	XY	4.926917656	0.056661578
N1111	XY	4.792520127	0.068592949
N1112	XY	4.708449369	0.08020026
N1113	XY	5.095475462	0.042239382
N1114	XY	4.789373722	0.075563324
N1115	XY	4.577327979	0.096095912
N1116	XY	4.80735716	0.07749049
N1117	XY	4.701809202	0.084085584
N1118	XY	4.909652496	0.055456864
N1119	XY	4.84832657	0.064581955
N1120	XY	4.593848315	0.091623578
N1121	XY	4.443266644	0.110290704
N1122	XY	4.377938861	0.120791979
N1123	XY	4.739578029	0.077821906
N1124	XY	4.540662042	0.098980268
N1125	XY	4.792739205	0.066736471
N1126	XY	4.892704141	0.061293585
N1127	XY	4.986184201	0.054904753
N1128	XY	4.510333434	0.102499536
N1129	XY	4.881115053	0.069999447
N1130	XY	4.974466745	0.052890613
N1131	XY	4.336428703	0.122887431
N1132	XY	4.836258317	0.064014221
N1133	XY	4.678465085	0.081676878
N1134	XY	4.346667619	0.124364039
N1135	XY	4.696480367	0.079165984
N1136	XY	4.701175911	0.083139902
N1137	XY	4.500867973	0.100207756
N1138	XY	4.540853716	0.100633455
N1139	XY	4.439463715	0.107601211
N1140	XY	4.676203191	0.087141842
N1141	XY	4.867187147	0.069667582
N1142	XY	4.756944462	0.082585823
N1143	XY	4.854724118	0.067691789
N1144	XY	4.597062601	0.100739552
N1145	XY	4.619373833	0.096180747
N1146	XY	4.632130437	0.09453638
N1147	XY	4.260153732	0.136125783
N1148	XY	4.703536292	0.086289913
N1149	XY	4.602030855	0.094012117
N1150	XY	4.853902287	0.071922372
N1151	XY	4.64996682	0.090471787
N1152	XY	4.84419166	0.070633325
N1153	XY	4.84465313	0.068552209
N1154	XY	4.527302914	0.104480166
N1155	XY	4.631747009	0.091916651
N1156	XY	4.622154331	0.093498774
N1157	XY	4.823482109	0.071161367
N1158	XY	4.621497629	0.090866625
N1159	XY	4.687241569	0.082374066
N1160	XY	5.08575529	0.046371266
N1161	XY	4.618885216	0.087890601
N1162	XY	4.656154806	0.085686324
N1163	XY	4.555430191	0.102586075
N1164	XY	4.847333216	0.069922279
N1165	XY	4.67474518	0.086544774
N1166	XY	4.730463358	0.075292377
N1167	XY	4.771725502	0.081398861
N1168	XY	4.857708314	0.072764602
N1169	XY	4.614898799	0.097911069
N1170	XY	4.77192166	0.076949356
N1171	XY	4.8474287	0.066597894
N1172	XY	4.635568501	0.090622132
N1173	XY	4.786212267	0.083183332
N1174	XY	4.873508921	0.066267369
N1175	XY	4.678582857	0.084451481
N1176	XY	4.592860063	0.094982014
N1177	XY	4.985296757	0.05550089
N1178	XY	4.320301702	0.128476108
N1179	XY	4.960259137	0.056334298
N1180	XY	4.714112091	0.082181567
N1181	XY	4.66942987	0.085932624
N1182	XY	4.598808712	0.091193498
N1183	XY	4.902554092	0.059534142
N1184	XY	4.705258811	0.078037437
N1185	XY	4.785636661	0.072333278
N1186	XY	4.555222573	0.102702774
N1187	XY	4.489481439	0.108958957
N1188	XY	4.772204339	0.071099849
N1189	XY	4.73337429	0.085835048
N1190	XY	4.739092356	0.061282169
N1191	XY	4.451336358	0.115964126
N1192	XY	4.684215649	0.07571766
N1193	XY	4.919891861	0.0624455
N1194	XY	4.607665938	0.06733436
N1195	XY	4.755538289	0.075358573
N1196	XY	4.896246959	0.064954429
N1197	XY	4.373700476	0.119256181
N1198	XY	4.626114696	0.096596811
N1199	XY	4.522226657	0.108333738
N1200	XY	4.560303627	0.095593152
N1201	XY	4.844232493	0.068390815
N1202	XY	4.349932645	0.124409455
N1203	XY	5.012779213	0.05404938
N1204	XY	4.941714432	0.052081627
N1205	XY	4.687603606	0.082302888
N1206	XY	4.691471484	0.08177815
N1207	XY	4.801588928	0.073311163
N1208	XY	4.788723565	0.073175873
N1209	XY	4.731399183	0.088308647
N1210	XY	4.470481016	0.108813677
N1211	XY	4.721445542	0.079499515
N1212	XY	4.944278646	0.059524406
N1213	XY	4.682629693	0.088003696
N1214	XY	4.906423588	0.063832327
N1215	XY	4.896608535	0.064199966
N1216	XY	4.690254343	0.083226709
N1217	XY	4.845521886	0.06597461
N1218	XY	4.618354988	0.0903189
N1219	XY	4.437318785	0.110059348
N1220	XY	4.825724797	0.069264336
N1221	XY	5.07182979	0.045676752
N1222	XY	4.483877223	0.100418712
N1223	XY	4.637231584	0.088322787
N1224	XY	4.733204359	0.076360694
N1225	XY	4.426142055	0.116847429
N1226	XY	4.812043053	0.070320488
N1227	XY	4.922070173	0.060829124
N1228	XY	4.333214615	0.121476142
N1229	XY	4.952549284	0.061079087
N1230	XY	4.294682781	0.130950776
N1231	XY	4.391830646	0.117324856
N1232	XY	4.649292436	0.096665373
N1233	XY	4.938752075	0.058637715
N1234	XY	5.09176808	0.043817663
N1235	XY	4.439196051	0.110736206
N1236	XY	4.905568815	0.064534202
N1237	XY	4.630106541	0.096649095
N1238	XY	4.845706292	0.063405252
N1239	XY	4.881820489	0.063663625
N1240	XY	4.582848988	0.092670762
N1241	XY	4.700474466	0.087855312
N1242	XY	4.772981723	0.082729426
N1243	XY	4.367765391	0.123076213
N1244	XY	4.971980095	0.065336633
N1245	XY	4.497331337	0.108099507
N1246	XY	4.380961762	0.125625316
N1247	XY	4.732725197	0.081683614
N1248	XY	4.749873307	0.081058344
N1249	XY	4.646603377	0.088663383
N1250	XY	4.778386753	0.079609507
N1251	XY	4.620119156	0.093161043
N1252	XY	4.552419952	0.098890639
N1253	XY	4.721622342	0.077435779
N1254	XY	4.627549031	0.087300626
N1255	XY	4.5903362	0.097484608
N1256	XY	4.996913646	0.060880362
N1257	XY	4.86252046	0.063682548
N1258	XY	4.874981749	0.06556815
N1259	XY	4.625286334	0.095036374
N1260	XY	4.458267562	0.11364845
N1261	XY	4.533180917	0.109740879
N1262	XY	4.926905075	0.063147845
N1263	XY	4.837135262	0.070305825
N1264	XY	4.813729519	0.073083712
N1265	XY	4.908779285	0.058528194
N1266	XY	5.050702888	0.044174013
N1267	XY	4.716228319	0.083667641
N1268	XY	5.016420069	0.051226207
N1269	XY	4.769446125	0.086126607
N1270	XY	4.968415039	0.053080556
N1271	XY	4.914515349	0.066963992
N1272	XY	4.679893678	0.084012986
N1273	XY	4.894235303	0.064054801
N1274	XY	4.618999533	0.092986551
N1275	XY	4.713418155	0.083049221
N1276	XY	4.913578298	0.063899971
N1277	XY	4.496713305	0.112557853
N1278	XY	4.570397924	0.096592668
N1279	XY	4.702126001	0.085884524
N1280	XY	4.857332651	0.067035235
N1281	XY	4.512033579	0.106105657
N1282	XY	4.702464201	0.093646747
N1283	XY	4.295644036	0.127514417
N1284	XY	4.857184319	0.069599083
N1285	XY	4.791376611	0.075064052
N1286	XY	4.874826498	0.067540525
N1287	XY	4.832775691	0.065912377
N1288	XY	4.828355437	0.073418961
N1289	XY	4.735746935	0.082108465
N1290	XY	4.504536261	0.107330943
N1291	XY	4.808293113	0.073343633
N1292	XY	4.380965478	0.113917565
N1293	XY	4.291215346	0.122550041
N1294	XY	4.650537551	0.08579687
N1295	XY	4.64680691	0.087172973
N1296	XY	4.78024067	0.075555682
N1297	XY	4.769282154	0.070176582
N1298	XY	4.93997929	0.061293065
N1299	XY	4.853048009	0.067304138
N1300	XY	4.912545847	0.063669841
N1301	XY	4.641179199	0.092730365
N1302	XY	4.575354136	0.100120899
N1303	XY	4.164234444	0.143166083
N1304	XY	4.630589718	0.094373774
N1305	XY	4.576046604	0.093186323
N1306	XY	4.850113406	0.063851514
N1307	XY	4.682941589	0.091376855
N1308	XY	4.821649555	0.077879019
N1309	XY	4.684244602	0.086618661
N1310	XY	4.873432574	0.059049739
N1311	XY	5.126483961	0.04332384
N1312	XY	4.952930823	0.051306975
N1313	XY	4.57690831	0.096439834
N1314	XY	4.445746279	0.110121916
N1315	XY	4.676713225	0.092054057
N1316	XY	4.778859656	0.07430499
N1317	XY	4.758604685	0.080158291
N1318	XY	4.51741925	0.105581528
N1319	XY	4.458997548	0.112402189
N1320	XY	4.824876487	0.072579046
N1321	XY	4.735854024	0.082999456
N1322	XY	4.534918242	0.100369829
N1323	XY	4.625258145	0.095339438
N1324	XY	4.583050389	0.098837141
N1325	XY	4.748823237	0.082169068
N1326	XY	4.703086178	0.085402625
N1327	XY	4.884589445	0.062901735
N1328	XY	4.82035946	0.074176032
N1329	XY	4.684519682	0.088070303
N1330	XY	4.972821812	0.066545838
N1331	XY	5.068826476	0.041831655
N1332	XY	4.455492358	0.109857303
N1333	XY	4.947272212	0.058104391
N1334	XY	4.828429458	0.069464516
N1335	XY	4.837940224	0.071658464
N1336	XY	5.123597089	0.041438021
N1337	XY	4.919713288	0.055832651
N1338	XY	4.958417875	0.058260882
N1339	XY	4.835545525	0.067742977
N1340	XY	4.341027904	0.096014264
N1341	XY	4.79191212	0.074252966
N1342	XY	4.745307615	0.082282999
N1343	XY	4.770247957	0.080886089
N1344	XY	4.905500467	0.06644524
N1345	XY	4.843152916	0.068780113
N1346	XY	4.81470276	0.070725305
N1347	XY	4.808444477	0.070073906
N1348	XY	4.802558868	0.070346224
N1349	XY	4.721662433	0.085614392
N1350	XY	5.044130046	0.050232311
N1351	XY	4.759375623	0.080231275
N1352	XY	4.857328093	0.060453969
N1353	XY	4.784138651	0.078419922
N1354	XY	4.523604368	0.09393386
N1355	XY	4.526188115	0.108490662
N1356	XY	4.613429071	0.098046766
N1357	XY	4.623522207	0.089740979
N1358	XY	4.743175691	0.087182463
N1359	XY	4.612586796	0.092686385
N1360	XY	4.76769891	0.080410387
N1361	XY	4.723953339	0.08271792
N1362	XY	4.627157739	0.089704086
N1363	XY	4.618864557	0.087141558
N1364	XY	4.789306574	0.075664278
N1365	XY	4.996749626	0.054391173
N1366	XY	4.760795333	0.074837958
N1367	XY	4.481726636	0.104455672
N1368	XY	4.706819563	0.078153921
N1369	XY	4.984390562	0.062900589
N1370	XY	4.960310191	0.068099485
N1371	XY	4.985539867	0.056811104
N1372	XY	4.893852069	0.063070892
N1373	XY	4.724737937	0.081104409
N1374	XY	4.719370416	0.086390173
N1375	XY	4.400886214	0.112530543
N1376	XY	4.837630633	0.064079448
N1377	XY	4.527859307	0.098843227
N1378	XY	4.718191083	0.084576154
N1379	XY	4.842684582	0.064032129
N1380	XY	4.919487029	0.070006687
N1381	XY	4.905059634	0.058298169
N1382	XY	4.915585844	0.06314825
N1383	XY	4.819419162	0.074517604
N1384	XY	4.407513235	0.118189776
N1385	XY	4.409187614	0.118057026
N1386	XY	4.691592231	0.081104049
N1387	XY	4.305111157	0.12888625
N1388	XY	4.802520507	0.074762365
N1389	XY	4.886798336	0.066635153
N1390	XY	4.510252127	0.101438952
N1391	XY	4.835960969	0.072459433
N1392	XY	4.512828769	0.09492015
N1393	XY	4.925666608	0.056244713
N1394	XY	4.964853921	0.052956105
N1395	XY	4.964115908	0.054503343
N1396	XY	4.818798585	0.067811886
N1397	XY	4.662057518	0.093115906
N1398	XY	4.627350093	0.094218479
N1399	XY	5.044902314	0.044492233
N1400	XY	4.956171637	0.060865098
N1401	XY	4.613978294	0.094633192
N1402	XY	4.766317656	0.082262235
N1403	XY	4.802794266	0.075293035
N1404	XY	4.784379506	0.077200205
N1405	XY	4.57342826	0.098454145
N1406	XY	4.829167937	0.070459323
N1407	XY	4.874992767	0.062961535
N1408	XY	4.970978551	0.056996266
N1409	XY	4.825043314	0.07370872
N1410	XY	4.949786801	0.058660073
N1411	XY	4.987817318	0.051516445
N1412	XY	4.657129496	0.090335766
N1413	XY	4.815799178	0.072473725
N1414	XY	4.744297215	0.079988489
N1415	XY	4.882178905	0.063853239
N1416	XY	4.654699781	0.081410532
N1417	XY	4.692603597	0.094051983
N1418	XY	4.318899551	0.116928452
N1419	XY	4.436370158	0.113247287
N1420	XY	5.05794774	0.048993072
N1421	XY	4.652354715	0.094704366
N1422	XY	4.566080775	0.098055614
N1423	XY	4.82974548	0.080237407
N1424	XY	4.940860177	0.058985634
N1425	XY	4.821895547	0.080942377
N1426	XY	4.863880705	0.067853153
N1427	XY	5.045996781	0.048735805
N1428	XY	4.529514199	0.099507926
N1429	XY	4.731324026	0.07979736
N1430	XY	4.62339184	0.090576966
N1431	XY	4.450593898	0.106332845
N1432	XY	4.6236474	0.094304134
N1433	XY	4.993105603	0.0522713
N1434	XY	5.020916402	0.049738903
N1435	XY	4.915513536	0.066216099
N1436	XY	4.877308087	0.073885491
N1437	XY	4.320752405	0.126285729
N1438	XY	4.842087893	0.072392586
N1439	XY	4.583178975	0.095715303
N1440	XY	4.951157623	0.061785456
N1441	XY	5.074418364	0.047161247
N1442	XY	4.721297576	0.085268836
N1443	XY	4.858945713	0.071110709
N1444	XY	4.911006638	0.065004775
N1445	XY	4.52096705	0.098799861
N1446	XY	4.426324171	0.119982422
N1447	XY	4.625279832	0.095020461
N1448	XY	4.793829792	0.076905463
N1449	XY	4.443489698	0.110434453
N1450	XY	4.65640416	0.089613344
N1451	XY	4.878823046	0.066297366
N1452	XY	4.702469776	0.085516067
N1453	XY	4.93738869	0.062605941
N1454	XY	4.747652783	0.077932923
N1455	XY	4.957970821	0.055787269
N1456	XY	4.681932535	0.08870475
N1457	XY	5.089102938	0.038323745
N1458	XY	4.603999423	0.099778379
N1459	XY	4.403378034	0.109503745
N1460	XY	4.58009872	0.093397842
N1461	XY	4.565809875	0.100000096
N1462	XY	4.586729688	0.096692895
N1463	XY	4.629477549	0.094814828
N1464	XY	4.615593673	0.090125512
N1465	XY	4.564680888	0.098402091
N1466	XY	4.930772087	0.055193743
N1467	XY	4.902629666	0.059136623
N1468	XY	4.325976219	0.124115917
N1469	XY	4.750734804	0.085204067
N1470	XY	4.766147286	0.077224998
N1471	XY	4.584154487	0.095331184
N1472	XY	4.849781875	0.070075787
N1473	XY	4.987882138	0.053721208
N1474	XY	4.657363628	0.098010771
N1475	XY	4.92736205	0.05971722
N1476	XY	4.65464004	0.086273071
N1477	XY	4.84161179	0.067963597
N1478	XY	4.869852945	0.065071863
N1479	XY	4.644410977	0.090991303
N1480	XY	4.706514334	0.081023235
N1481	XY	4.734853856	0.080286713
N1482	XY	4.986096339	0.050040457
N1483	XY	4.40749333	0.115050668
N1484	XY	4.739420741	0.08175796
N1485	XY	4.672892276	0.080756919
N1486	XY	4.890850159	0.0656139
N1487	XY	4.754351726	0.076907436
N1488	XY	4.681169007	0.088937435
N1489	XY	4.837315376	0.07252418
N1490	XY	4.805657249	0.076480262
N1491	XY	4.871828843	0.074152544
N1492	XY	4.844157335	0.064668489
N1493	XY	5.166602513	0.049781278
N1494	XY	4.839606838	0.064576098
N1495	XY	4.664044751	0.088046831
N1496	XY	4.719037293	0.083461575
N1497	XY	4.473828303	0.109762161
N1498	XY	4.994200309	0.052753699
N1499	XY	4.785208993	0.072374428
N1500	XY	4.927169076	0.055521024
N1501	XY	4.801561497	0.070641321
N1502	XY	4.863032	0.0621861
N1503	XY	4.87318137	0.068434876
N1504	XY	5.058662518	0.050823099
N1505	XY	4.613416306	0.088191206
N1506	XY	4.568014447	0.090692552
N1507	XY	4.656880444	0.081098793
N1508	XY	4.643725161	0.093510207
N1509	XY	4.576154702	0.09773479
N1510	XY	5.000341956	0.053344499
N1511	XY	4.844319154	0.068001769
N1512	XY	4.575055978	0.098629327
N1513	XY	4.791745396	0.073012912
N1514	XY	4.768377633	0.076766827
N1515	XY	4.795133562	0.074610519
N1516	XY	4.611865772	0.088582506
N1517	XY	4.957759371	0.062017016
N1518	XY	4.887322854	0.067439231
N1519	XY	4.440103839	0.115838337
N1520	XY	4.917791803	0.062055998
N1521	XY	4.716243771	0.073382297
N1522	XY	4.460258185	0.106442123
N1523	XY	4.791953519	0.07091529
N1524	XY	4.756149107	0.081416364
N1525	XY	4.767809765	0.055687999
N1526	XY	4.894488471	0.061558149
N1527	XY	4.854518146	0.064678067
N1528	XY	5.006175635	0.059617491
N1529	XY	4.603659101	0.093944015
N1530	XY	4.635242996	0.095605705
N1531	XY	4.908564219	0.054313409
N1532	XY	4.730667013	0.078858062
N1533	XY	4.6617059	0.092143342
N1534	XY	4.735196545	0.073765603
N1535	XY	4.348052513	0.127892529
N1536	XY	4.960206559	0.047727688
N1537	XY	4.530060615	0.094223878
N1538	XY	4.840416046	0.066712794
N1539	XY	4.964215392	0.057471307
N1540	XY	4.712839835	0.085370477
N1541	XY	4.607482863	0.091593379
N1542	XY	4.845074417	0.071218296
N1543	XY	4.866469977	0.073407443
N1544	XY	4.723948795	0.085493285
N1545	XY	4.833349095	0.072987536
N1546	XY	4.699935649	0.09107145
N1547	XY	4.88978567	0.06849028
N1548	XY	5.012269082	0.053129643
N1549	XY	4.886077365	0.062596762
N1550	XY	4.853147443	0.068632516
N1551	XY	4.923982577	0.052204955
N1552	XY	4.737242147	0.081714256
N1553	XY	4.592523585	0.092707525
N1554	XY	4.89952988	0.065881433
N1555	XY	4.756408785	0.07726174
N1556	XY	4.56515395	0.094246978
N1557	XY	4.755172802	0.077533972
N1558	XY	4.682634977	0.084366857
N1559	XY	4.842922714	0.068977778
N1560	XY	4.953026798	0.060847535
N1561	XY	4.719921024	0.060766955
N1562	XY	4.723023172	0.082270314
N1563	XY	4.007984962	0.161196649
N1564	XY	4.876516753	0.065791525
N1565	XY	4.837230961	0.065056229
N1566	XY	4.896005591	0.066934888
N1567	XY	4.830364568	0.065685311
N1568	XY	4.610795609	0.092821422
N1569	XY	5.056635308	0.046023147
N1570	XY	4.748925837	0.079196278
N1571	XY	4.556377016	0.100206932
N1572	XY	4.747745841	0.078594942
N1573	XY	4.743081713	0.086696951
N1574	XY	4.648855442	0.090882918
N1575	XY	4.875137303	0.066320488
N1576	XY	4.823446532	0.06770056
N1577	XY	4.83901498	0.064774667
N1578	XY	4.935646615	0.058289588
N1579	XY	4.506595787	0.103122359
N1580	XY	4.812411509	0.068699341
N1581	XY	4.594813255	0.089614412
N1582	XY	4.589755787	0.095940709
N1583	XY	4.866553707	0.058264356
N1584	XY	4.781698204	0.074674451
N1585	XY	4.879913783	0.061037458
N1586	XY	4.581406997	0.094074186
N1587	XY	4.809440742	0.07157327
N1588	XY	4.811560919	0.072579652
N1589	XY	4.795976523	0.066537054
N1590	XY	4.756973997	0.07575149
N1591	XY	4.606403675	0.095729762
N1592	XY	4.678223295	0.087906693
N1593	XY	4.913167726	0.062231098
N1594	XY	4.761409179	0.066778695
N1595	XY	4.389416896	0.117133703
N1596	XY	5.000087328	0.047255578
N1597	XY	5.055550257	0.043169768
N1598	XY	4.580424748	0.092112851
N1599	XY	4.932651324	0.055897312
N1600	XY	4.787687917	0.065726062
N1601	XY	4.685993158	0.08096748
N1602	XY	4.407883825	0.116334285
N1603	XY	4.426219182	0.116149467
N1604	XY	4.561058117	0.100032739
N1605	XY	4.826758472	0.076570528
N1606	XY	4.677914315	0.080965848
N1607	XY	4.949582134	0.06320493
N1608	XY	4.820159852	0.070687838
N1609	XY	4.719884709	0.081994326
N1610	XY	4.549982574	0.105573648
N1611	XY	4.742852304	0.08157497
N1612	XY	4.986243965	0.057931098
N1613	XY	4.579410182	0.101519827
N1614	XY	4.549824766	0.103217562
N1615	XY	4.708077447	0.087573729
N1616	XY	4.997231477	0.04869358
N1617	XY	4.854799943	0.062493622
N1618	XY	4.828802875	0.071119314
N1619	XY	4.543836719	0.093463788
N1620	XY	4.58815206	0.093915523
N1621	XY	4.970865611	0.057769208
N1622	XY	4.696668483	0.076896265
N1623	XY	4.902854694	0.06211146
N1624	XY	4.769345444	0.074121534
N1625	XY	4.719822294	0.085785981
N1626	XY	4.652855432	0.092003112
N1627	XY	4.940645204	0.054718266
N1628	XY	4.541252729	0.104521703
N1629	XY	4.749800664	0.075335599
N1630	XY	4.664225106	0.093053609
N1631	XY	4.744388243	0.07836029
N1632	XY	4.703918424	0.085432173
N1633	XY	4.548511326	0.103309559
N1634	XY	4.622482098	0.089116149
N1635	XY	4.765563437	0.082346903
N1636	XY	4.41558032	0.115416979
N1637	XY	4.526252734	0.105461634
N1638	XY	5.018695151	0.049154329
N1639	XY	4.773793482	0.071795044
N1640	XY	4.855296573	0.066446325
N1641	XY	4.557497536	0.098436716
N1642	XY	4.759849314	0.075138483
N1643	XY	4.429749776	0.111485826
N1644	XY	4.699075803	0.081797099
N1645	XY	4.674153383	0.090499533
N1646	XY	4.920026152	0.065030271
N1647	XY	4.510519111	0.107973482
N1648	XY	4.726583621	0.087321638
N1649	XY	4.829305203	0.07420816
N1650	XY	4.439035888	0.114217447
N1651	XY	4.95405031	0.057569079
N1652	XY	4.73470332	0.082720921
N1653	XY	4.757957533	0.081971498
N1654	XY	4.393756796	0.115583864
N1655	XY	4.846407804	0.071484899
N1656	XY	4.747826482	0.082285634
N1657	XY	5.040752548	0.053423668
N1658	XY	4.440333674	0.109871236
N1659	XY	4.956068091	0.055932656
N1660	XY	4.899123103	0.067137313
N1661	XY	4.660740888	0.081946327
N1662	XY	4.626908552	0.093287829
N1663	XY	4.836522139	0.072114092
N1664	XY	5.002729748	0.059085181
N1665	XY	4.850870955	0.062866027
N1666	XY	4.727797427	0.084159043
N1667	XY	5.032799852	0.052459385
N1668	XY	4.733965764	0.076632688
N1669	XY	4.771950657	0.075435663
N1670	XY	4.764476721	0.07727354
N1671	XY	4.288387611	0.127402694
N1672	XY	4.99266223	0.057240867
N1673	XY	4.869089411	0.066138586
N1674	XY	4.949178398	0.062339245
N1675	XY	4.639111989	0.088278731
N1676	XY	4.948319539	0.059375958
N1677	XY	4.807105092	0.073597811
N1678	XY	4.667415135	0.087342311
N1679	XY	4.484558936	0.107291073
N1680	XY	4.895563453	0.068270421
N1681	XY	4.693043871	0.085829572
N1682	XY	4.846303718	0.068617991
N1683	XY	4.971832807	0.057739706
N1684	XY	4.579578459	0.095221163
N1685	XY	4.766311901	0.075227821
N1686	XY	4.639229495	0.082542949
N1687	XY	4.735418096	0.084795417
N1688	XY	4.74343443	0.083973592
N1689	XY	4.883885919	0.063103672
N1690	XY	4.683738532	0.08844494
N1691	XY	4.813692461	0.075757019
N1692	XY	4.608347614	0.099203553
N1693	XY	4.818249707	0.068571622
N1694	XY	4.909008719	0.068626543
N1695	XY	4.716199355	0.080286516
N1696	XY	5.052774595	0.041456332
N1697	XY	5.128286806	0.040904716
N1698	XY	4.962597437	0.068784589
N1699	XY	4.494143962	0.108591898
N1700	XY	4.710024535	0.077096345
N1701	XY	4.763703688	0.083120166
N1702	XY	4.868060904	0.063637982
N1703	XY	4.830426305	0.065833223
N1704	XY	5.057470199	0.048865514
N1705	XY	4.637753994	0.087570186
N1706	XY	4.502891995	0.103391746
N1707	XY	4.773545062	0.073665737
N1708	XY	4.993397381	0.053892823
N1709	XY	4.756350564	0.083340252
N1710	XY	4.81925486	0.06947742
N1711	XY	4.910304683	0.063759408
N1712	XY	4.949216072	0.067491089
N1713	XY	4.684488991	0.091291177
N1714	XY	4.844148585	0.075067098
N1715	XY	4.962627059	0.05763278
N1716	XY	5.090299831	0.04963991
N1717	XY	4.697525107	0.089099975
N1718	XY	4.921931158	0.064394846
N1719	XY	4.659842981	0.091358979
N1720	XY	4.417246818	0.116532925
N1721	XY	4.670967048	0.087600312
N1722	XY	4.413051728	0.115194767
N1723	XY	4.798736222	0.071250546
N1724	XY	4.678892924	0.08172256
N1725	XY	4.606935919	0.092834012
N1726	XY	4.746096972	0.078613639
N1727	XY	4.272979895	0.137468612
N1728	XY	4.824501744	0.063419134
N1729	XY	4.69254599	0.08626818
N1730	XY	5.045554184	0.050528435
N1731	XY	4.835208113	0.065529643
N1732	XY	4.723583319	0.081448066
N1733	XY	4.668975454	0.074698433
N1734	XY	4.773399858	0.078924374
N1735	XY	4.91927446	0.065510122
N1736	XY	4.630316389	0.086761777
N1737	XY	4.572007573	0.099313392
N1738	XY	5.067970719	0.050619472
N1739	XY	4.670821947	0.085307243
N1740	XY	4.577836093	0.096213431
N1741	XY	4.974488108	0.054629912
N1742	XY	5.017979915	0.05134532
N1743	XY	4.987805284	0.052447299
N1744	XY	4.730840766	0.086050082
N1745	XY	4.758349729	0.076160273
N1746	XY	4.788985532	0.07365598
N1747	XY	4.915735246	0.059633313
N1748	XY	4.84906941	0.069574102
N1749	XY	5.103434264	0.05316862
N1750	XY	4.910208287	0.062512734
N1751	XY	4.750950023	0.084726043
N1752	XY	5.082199881	0.039089844
N1753	XY	4.811015513	0.065344089
N1754	XY	4.912896676	0.052160277
N1755	XY	4.360276018	0.123064507
N1756	XY	4.368700815	0.120142941
N1757	XY	5.006248332	0.053691719
N1758	XY	5.234656052	0.036755976
N1759	XY	4.876954482	0.060503802
N1760	XY	4.80529493	0.074515487
N1761	XY	4.422903651	0.109131735
N1762	XY	5.185246334	0.04485746
N1763	XY	4.715222788	0.085018491
N1764	XY	4.878165504	0.066721824
N1765	XY	4.77956831	0.077862969
N1766	XY	4.633800433	0.081462527
N1767	XY	4.801327788	0.07632454
N1768	XY	3.243966867	0.081571066
N1769	XY	4.828285089	0.075343953
N1770	XY	4.942500756	0.057402662
N1771	XY	4.714065248	0.083444437
N1772	XY	4.97975388	0.054285497
N1773	XY	4.548462141	0.099017709
N1774	XY	5.073728597	0.046298196
N1775	XY	4.891857871	0.063286747
N1776	XY	4.852951296	0.062065786
N1777	XY	4.75288336	0.080317488
N1778	XY	4.551244984	0.099304067
N1779	XY	4.986863797	0.053719498
N1780	XY	4.583221929	0.092787122
N1781	XY	4.66443661	0.086019215
N1782	XY	4.791472729	0.075474074
N1783	XY	4.796075384	0.067559187
N1784	XY	4.725688282	0.089673963
N1785	XY	4.615076824	0.102826202
N1786	XY	4.805330737	0.06849101
