Sample	type	UAR.X	UAR.Y
N279	XY	4.704984522	0.087204939
N280	XY	4.820482699	0.07067616
N281	XY	4.454219533	0.113483125
N282	XY	4.737428518	0.08211657
N283	XY	4.422961206	0.118603956
N284	XY	4.892162816	0.063251099
N285	XY	4.580554517	0.096958021
N286	XY	4.93371032	0.065067107
N287	XY	4.613847797	0.090883955
N288	XY	4.996406642	0.058523318
N289	XY	4.894021995	0.070371144
N290	XY	4.867871543	0.070916658
N291	XY	4.688704924	0.0860291
N292	XY	4.42806672	0.108962778
N293	XY	4.66359371	0.092785494
N294	XY	4.409701586	0.113605036
N295	XY	5.264586105	0.046783561
N296	XY	4.571276928	0.103486406
N297	XY	4.750815526	0.079999371
N298	XY	4.743873528	0.081895111
N299	XY	4.853104371	0.063422625
N300	XY	4.876235891	0.061685253
N301	XY	4.785863961	0.078816936
N302	XY	4.410215598	0.110196889
N303	XY	4.760899435	0.079881615
N304	XY	4.795268601	0.069089029
N305	XY	4.882374845	0.069244426
N306	XY	4.734263528	0.073036906
N307	XY	4.753087387	0.076952539
N308	XY	4.471002618	0.101636437
N309	XY	4.523039639	0.102656683
N310	XY	4.645938785	0.087786234
N311	XY	4.774595049	0.07574202
N312	XY	4.773819842	0.075774813
N313	XY	4.609108899	0.088559346
N314	XY	4.823365923	0.074656339
N315	XY	4.60365481	0.091542641
N316	XY	4.800139259	0.075756502
N317	XY	4.97987288	0.05653626
N318	XY	4.712928205	0.088006602
N319	XY	4.764433884	0.084844641
N320	XY	4.963232269	0.05911852
N321	XY	4.299294765	0.130803285
N322	XY	4.609362147	0.087835388
N323	XY	4.839274571	0.064781986
N324	XY	4.591960541	0.096934685
N325	XY	4.458782683	0.117282704
N326	XY	4.843025701	0.069618064
N327	XY	4.692450686	0.091491768
N328	XY	4.731957686	0.083272184
N329	XY	4.966648199	0.060263825
N330	XY	4.92094041	0.067217269
N331	XY	4.574146185	0.10176795
N332	XY	5.043113783	0.049438713
N333	XY	4.972488015	0.05277673
N334	XY	4.839586618	0.072855407
N335	XY	4.9525664	0.065749749
N336	XY	4.986417908	0.057455667
N337	XY	4.858929301	0.061237572
N338	XY	5.054933551	0.043489857
N339	XY	4.555969444	0.100074217
N340	XY	4.972200938	0.054164467
N341	XY	4.953103738	0.058491948
N342	XY	4.873981374	0.073687859
N343	XY	4.883718302	0.058878559
N344	XY	4.791241867	0.074730202
N345	XY	4.741233169	0.076589697
N346	XY	4.862157117	0.072205045
N347	XY	4.963252694	0.052759459
N348	XY	4.729395434	0.083225499
N349	XY	4.656225791	0.090229513
N350	XY	4.76438276	0.075928326
N351	XY	4.817181386	0.073972282
N352	XY	4.877033349	0.068529438
N353	XY	4.746958019	0.079461167
N354	XY	4.968070411	0.060073302
N355	XY	4.71992426	0.07981538
N356	XY	4.66718124	0.08534665
N357	XY	4.494229069	0.103003588
N358	XY	4.861992663	0.068871957
N359	XY	4.959272467	0.05749742
N360	XY	4.703542905	0.083671661
N361	XY	4.544027643	0.098571574
N362	XY	4.793516215	0.07590449
N363	XY	4.480475083	0.105750578
N364	XY	4.486254769	0.111521066
N365	XY	4.613278444	0.098777516
N366	XY	4.743556886	0.08332054
N367	XY	4.709235785	0.07996926
N368	XY	4.629709434	0.09230272
N369	XY	4.757326725	0.073576832
N370	XY	4.8468762	0.064136629
N371	XY	4.183632508	0.137515862
N372	XY	4.359607663	0.116728166
N373	XY	4.712653112	0.083329257
N374	XY	4.740647879	0.085149905
N375	XY	4.855260378	0.061539206
N376	XY	4.834885869	0.069200027
N377	XY	4.805331677	0.077131046
N378	XY	4.363521647	0.12522782
N379	XY	4.597587653	0.096997133
N380	XY	4.589174175	0.099478539
N381	XY	4.685010877	0.08346263
N382	XY	4.589283478	0.095217191
N383	XY	4.932626911	0.056645722
N384	XY	4.592805779	0.091875498
N385	XY	4.41114989	0.117417766
N386	XY	4.495620376	0.110544151
N387	XY	4.714128084	0.083603638
N388	XY	4.756971518	0.080408229
N389	XY	4.86625855	0.070472379
N390	XY	4.831364926	0.063438217
N391	XY	4.657065355	0.086923849
N392	XY	4.319273947	0.125563783
N393	XY	4.546092149	0.10189607
N394	XY	4.846428232	0.06644857
N395	XY	4.761710762	0.066749629
N396	XY	4.954731482	0.049980771
N397	XY	4.322272567	0.128860131
N398	XY	4.570182823	0.097888571
N399	XY	4.603718078	0.099521669
N400	XY	4.637786058	0.089469343
N401	XY	4.5387462	0.099046191
N402	XY	4.663246652	0.089031912
N403	XY	5.013163977	0.053499088
N404	XY	4.751709127	0.080755968
N405	XY	4.677146428	0.080397132
N406	XY	4.658421838	0.084740058
N407	XY	4.751306153	0.080924926
N408	XY	4.796899826	0.073271725
N409	XY	4.762854287	0.077694622
N410	XY	4.319342666	0.137290521
N411	XY	5.06099785	0.044818078
N412	XY	4.872534676	0.06452364
N413	XY	4.663366023	0.089062507
N414	XY	4.8809766	0.065052243
N415	XY	4.795419744	0.072261919
N416	XY	4.520383962	0.103711566
N417	XY	4.535350878	0.097361496
N418	XY	4.953233896	0.059895374
N419	XY	4.697298251	0.083837167
N420	XY	4.695815246	0.084891705
N421	XY	4.991019947	0.052505109
N422	XY	4.808345288	0.083065847
N423	XY	4.813205518	0.075584919
N424	XY	4.813566243	0.074294953
N425	XY	4.754035089	0.084364907
N426	XY	4.613436277	0.087695688
N427	XY	4.667477003	0.094369091
N428	XY	4.995128664	0.057518439
N429	XY	4.687082602	0.084624942
N430	XY	4.748160238	0.083569146
N431	XY	4.341760513	0.127818881
N432	XY	4.638631362	0.090903314
N433	XY	4.61455391	0.093074284
N434	XY	4.854651007	0.065727802
N435	XY	4.826965396	0.076444073
N436	XY	4.880786447	0.062225371
N437	XY	4.594094198	0.087325955
N438	XY	4.713077499	0.081334056
N439	XY	4.572137823	0.09844012
N440	XY	4.549113053	0.096213102
N441	XY	4.564798333	0.091092681
N442	XY	4.631806929	0.089141567
N443	XY	4.665137497	0.078445188
N444	XY	4.789906948	0.075027222
N445	XY	4.988251225	0.049016594
N446	XY	4.664867653	0.081931078
N447	XY	4.853411482	0.071716453
N448	XY	4.909419796	0.063010786
N449	XY	4.390234161	0.114160183
N450	XY	4.767687834	0.074972276
N451	XY	4.570436269	0.093002642
N452	XY	4.963768686	0.062289177
N453	XY	4.654782862	0.088877484
N454	XY	4.654004088	0.095586046
N455	XY	4.730583429	0.085810652
N456	XY	4.925755832	0.054121323
N457	XY	4.882113157	0.060946081
N458	XY	4.862973433	0.068681
N459	XY	4.535258176	0.099615069
N460	XY	4.822451565	0.07028406
N461	XY	4.521810836	0.104016453
N462	XY	4.554093312	0.104276886
N463	XY	5.111496928	0.037820633
N464	XY	4.823542665	0.080123478
N465	XY	4.734844058	0.080715314
N466	XY	4.837928925	0.073197637
N467	XY	4.620325451	0.092713432
N468	XY	4.943832904	0.060952186
N469	XY	4.818223374	0.07620935
N470	XY	4.831867263	0.076179066
N471	XY	4.331480159	0.12401321
N472	XY	4.497664755	0.102537452
N473	XY	4.962164658	0.062426374
N474	XY	4.768212569	0.077951355
N475	XY	4.708275735	0.086439071
N476	XY	4.80368697	0.069146173
N477	XY	4.839416161	0.065701303
N478	XY	4.409251134	0.104321547
N479	XY	4.846886226	0.069721134
N480	XY	4.895839006	0.06189723
N481	XY	4.804063103	0.070311319
N482	XY	4.837359658	0.068295424
N483	XY	4.820946372	0.073834318
N484	XY	4.932650692	0.058745384
N485	XY	4.682086623	0.091157915
N486	XY	4.85285837	0.070505246
N487	XY	4.830631006	0.070779656
N488	XY	4.906961641	0.058020316
N489	XY	4.867340634	0.064214891
N490	XY	4.562973123	0.093514285
N491	XY	4.80810585	0.071628928
N492	XY	4.533655686	0.10076836
N493	XY	5.051466308	0.046013006
N494	XY	4.83127422	0.071755706
N495	XY	4.298779582	0.126502185
N496	XY	4.286908862	0.130653685
N497	XY	5.026653424	0.051450439
N498	XY	4.753877821	0.07924414
N499	XY	4.565738864	0.102254304
N500	XY	5.113873999	0.041213824
N501	XY	4.748255998	0.079327238
N502	XY	5.038859124	0.054127341
N503	XY	4.678830481	0.08499159
N504	XY	4.462607973	0.109948514
N505	XY	4.672257133	0.084344952
N506	XY	4.561542601	0.098971083
N507	XY	4.415909681	0.116824107
N508	XY	4.798710735	0.078905783
N509	XY	4.775206932	0.081499945
N510	XY	4.60288418	0.091579237
N511	XY	4.540189698	0.101914517
N512	XY	4.92363317	0.062374358
N513	XY	4.886802524	0.061324485
N514	XY	4.719439335	0.083584853
N515	XY	4.588856821	0.08822576
N516	XY	4.981849389	0.055863942
N517	XY	4.834374035	0.068404056
N518	XY	4.607733985	0.091059037
N519	XY	4.531873882	0.102692913
N520	XY	4.45714166	0.115668146
N521	XY	4.58734201	0.098747441
N522	XY	4.792809621	0.074465976
N523	XY	4.884818897	0.064111925
N524	XY	4.888365267	0.065560092
N525	XY	4.613693874	0.096171888
N526	XY	4.80737483	0.068219084
N527	XY	4.500932341	0.107093966
N528	XY	4.753416296	0.074914354
N529	XY	4.678144768	0.086579619
N530	XY	4.379192543	0.12105545
N531	XY	4.358686505	0.118840809
N532	XY	5.06325564	0.050911435
N533	XY	4.439075385	0.109283938
N534	XY	4.888572403	0.065474697
N535	XY	4.781780205	0.073429716
N536	XY	4.693376906	0.08864548
N537	XY	4.758437958	0.07880527
N538	XY	4.423785752	0.11486864
N539	XY	4.501647975	0.105150096
N540	XY	4.559207637	0.09422755
N541	XY	4.6480906	0.091459146
N542	XY	5.041208602	0.046985097
N543	XY	4.810712053	0.075289899
N544	XY	4.711669589	0.08230213
N545	XY	4.740267456	0.076945635
N546	XY	4.557669216	0.097258188
N547	XY	4.676162669	0.085729393
N548	XY	4.772990924	0.075889791
N549	XY	4.745528986	0.080381363
N550	XY	4.674667004	0.085261411
N551	XY	4.788139129	0.069606366
N552	XY	4.610951502	0.09061032
N553	XY	4.72881341	0.078272214
N554	XY	4.555822529	0.103906712
N555	XY	4.762377861	0.077756111
N556	XY	4.455586378	0.106267676
N557	XY	4.675754273	0.083593833
N558	XY	4.838739644	0.066914075
N559	XY	4.95261843	0.054622056
N560	XY	4.733739337	0.072389762
N561	XY	4.730418967	0.084780949
N562	XY	4.472737763	0.108636749
N563	XY	5.036512713	0.046910115
N564	XY	5.089114634	0.041040939
N565	XY	4.840439894	0.07996502
N566	XY	4.767524434	0.075443933
N567	XY	5.025207869	0.04106594
N568	XY	4.661315775	0.093533126
N569	XY	4.533440327	0.10370747
N570	XY	4.719736696	0.085153821
N571	XY	4.667432802	0.086235715
N572	XY	4.824304645	0.073506411
N573	XY	4.411885717	0.11547524
N574	XY	4.673074005	0.088767577
N575	XY	4.603183277	0.101482889
N576	XY	4.597764633	0.093780132
N577	XY	4.802598066	0.082343106
N578	XY	4.790372637	0.069538962
N579	XY	4.366082724	0.115834929
N580	XY	4.625115994	0.09290016
N581	XY	4.547188046	0.101626419
N582	XY	4.922826898	0.061156705
N583	XY	4.36916213	0.11549049
N584	XY	4.837871931	0.070360674
N585	XY	4.643426308	0.089384793
N586	XY	4.851385614	0.073458947
N587	XY	4.841351323	0.067721498
N588	XY	4.715779196	0.081154898
N589	XY	4.88552497	0.062114899
N590	XY	4.717491736	0.080488461
N591	XY	4.693942385	0.087376847
N592	XY	4.994337797	0.051637139
N593	XY	4.613984847	0.087419324
N594	XY	4.705138482	0.083406813
N595	XY	4.651629002	0.092092842
N596	XY	4.760516916	0.07580932
N597	XY	4.826112189	0.074118665
N598	XY	4.929897022	0.06563928
N599	XY	4.835056377	0.067389802
N600	XY	4.685333723	0.09011816
N601	XY	4.550260908	0.089970025
N602	XY	4.840571776	0.068725578
N603	XY	5.036233288	0.046545686
N604	XY	4.786929577	0.069282564
N605	XY	4.588136643	0.095612153
N606	XY	4.718399394	0.077170814
N607	XY	4.636717286	0.091586344
N608	XY	4.66054429	0.081478799
N609	XY	4.434775387	0.116157342
N610	XY	4.509902278	0.105831536
N611	XY	4.76208596	0.081850613
N612	XY	4.868029121	0.067936783
N613	XY	4.905382149	0.063350112
N614	XY	4.486765998	0.111710338
N615	XY	3.867802709	0.140841606
N616	XY	4.915785996	0.056830697
N617	XY	4.598951303	0.094745416
N618	XY	4.860977623	0.055551633
N619	XY	4.869583407	0.070359153
N620	XY	4.538931218	0.104018228
N621	XY	4.763898095	0.076184264
N622	XY	4.736404314	0.081058915
N623	XY	4.848556478	0.067073058
N624	XY	4.971368766	0.06636475
N625	XY	4.894626257	0.065096716
N626	XY	4.659141878	0.082118201
N627	XY	4.756428898	0.080244791
N628	XY	4.967502942	0.052722612
N629	XY	4.69520607	0.087708267
N630	XY	4.707921477	0.084566385
N631	XY	4.825225347	0.076446088
N632	XY	5.047311156	0.050084109
N633	XY	4.807389743	0.075072308
N634	XY	4.950014396	0.050236983
N635	XY	4.508424358	0.106143947
N636	XY	4.599926753	0.093575634
N637	XY	4.54403846	0.097199475
N638	XY	4.840522046	0.073736811
N639	XY	4.835839273	0.069663862
N640	XY	4.910486866	0.066772275
N641	XY	4.576729522	0.096797989
N642	XY	4.950572345	0.053869506
N643	XY	4.462691428	0.101012354
N644	XY	4.825260264	0.067276946
N645	XY	4.518769684	0.098359668
N646	XY	4.725152188	0.080472354
N647	XY	4.656468929	0.083027379
N648	XY	4.93778193	0.060046385
N649	XY	4.656689207	0.082141834
N650	XY	4.820727659	0.064769854
N651	XY	4.766047643	0.070961338
N652	XY	4.80838745	0.069361322
N653	XY	4.737429693	0.074930039
N654	XY	4.947724669	0.060555413
N655	XY	4.5323755	0.104199536
N656	XY	4.698813593	0.079304674
N657	XY	4.688379408	0.085824001
N658	XY	4.726287277	0.078113175
N659	XY	4.710549329	0.082399423
N660	XY	4.763940961	0.080559157
N661	XY	4.41352519	0.122302738
N662	XY	4.963909536	0.054602915
N663	XY	4.843285685	0.068925088
N664	XY	4.440184961	0.111048508
N665	XY	4.842770866	0.070812257
N666	XY	4.62389704	0.093464713
N667	XY	4.767652585	0.073599054
N668	XY	4.420443831	0.107298179
N669	XY	5.007887802	0.0640398
N670	XY	4.963566964	0.062204858
N671	XY	4.690171549	0.087614663
N672	XY	4.837714683	0.069792421
N673	XY	4.68914632	0.089937915
N674	XY	4.675414847	0.085388121
N675	XY	5.099592999	0.046221093
N676	XY	4.734011651	0.075435092
N677	XY	4.895766551	0.063174959
N678	XY	4.610777269	0.103342889
N679	XY	4.705375178	0.083636577
N680	XY	4.590253175	0.102331191
N681	XY	4.609379447	0.091945889
N682	XY	4.459720959	0.113254034
N683	XY	4.21751995	0.133779251
N684	XY	4.725460431	0.076222867
N685	XY	4.828411645	0.072285367
N686	XY	4.657964845	0.089193581
N687	XY	4.794379516	0.074965564
N688	XY	4.693619265	0.085418718
N689	XY	4.726937523	0.082566212
N690	XY	4.87167657	0.06247837
N691	XY	4.909235193	0.056664736
N692	XY	4.775940415	0.070340823
N693	XY	4.964159511	0.054955096
N694	XY	4.464412859	0.106121529
N695	XY	4.542925507	0.095740309
N696	XY	4.735077512	0.078596868
N697	XY	5.114815665	0.047895107
N698	XY	4.738147673	0.081099904
N699	XY	4.629457378	0.096285141
N700	XY	4.816831625	0.077719686
N701	XY	4.655386139	0.090472307
N702	XY	4.852810684	0.065349405
N703	XY	4.747539198	0.078091266
N704	XY	4.514452319	0.108326606
N705	XY	4.723479867	0.082737464
N706	XY	4.885956249	0.06485744
N707	XY	4.503578774	0.108013733
N708	XY	4.690135018	0.087290677
N709	XY	4.563245605	0.103110994
N710	XY	4.567839326	0.101580346
N711	XY	4.762000215	0.079663953
N712	XY	4.891511906	0.063051653
N713	XY	4.627988391	0.088082834
N714	XY	4.696351357	0.085595487
N715	XY	4.914623135	0.054984104
N716	XY	4.88982009	0.0620839
N717	XY	4.991666713	0.055606582
N718	XY	5.083446866	0.04528198
N719	XY	4.802765786	0.077868617
N720	XY	4.826962561	0.071964533
N721	XY	4.890645924	0.068615725
N722	XY	4.505020578	0.1055758
N723	XY	4.764673085	0.079143038
N724	XY	4.767456525	0.075975536
N725	XY	4.856749769	0.067324653
N726	XY	4.681991845	0.081251468
N727	XY	4.335284867	0.129789488
N728	XY	4.589719483	0.093547019
N729	XY	4.732313153	0.080801763
N730	XY	4.811576205	0.070064822
N731	XY	4.481917631	0.103173346
N732	XY	5.097435793	0.051466614
N733	XY	4.554340692	0.102329816
N734	XY	4.673549287	0.084030953
N735	XY	4.57201536	0.103619563
N736	XY	4.859285514	0.068844195
N737	XY	4.912393075	0.057514908
N738	XY	4.944579893	0.056871868
N739	XY	4.605451933	0.096289599
N740	XY	4.884359285	0.068937472
N741	XY	5.027421249	0.049358335
N742	XY	4.41183792	0.123571604
N743	XY	4.959318654	0.061803474
N744	XY	4.399578758	0.118774979
N745	XY	4.368702436	0.122779339
N746	XY	4.602686381	0.09498117
N747	XY	4.706933744	0.081480677
N748	XY	4.74569658	0.080264359
N749	XY	4.720691408	0.080290462
N750	XY	4.650845903	0.091214995
N751	XY	4.303162782	0.12471736
N752	XY	4.611757128	0.089769805
N753	XY	4.776570286	0.07218021
N754	XY	4.402627882	0.116774222
N755	XY	4.593696704	0.08215581
N756	XY	4.841406124	0.068535422
N757	XY	4.851387063	0.072277892
N758	XY	4.756493037	0.079220969
N759	XY	4.834199422	0.063441097
N760	XY	5.023663906	0.038296503
N761	XY	4.880861769	0.055592816
N762	XY	4.866404302	0.065838653
N763	XY	4.678122248	0.08596734
N764	XY	4.306838297	0.125590293
N765	XY	4.958949397	0.062171565
N766	XY	4.737733015	0.080188275
N767	XY	4.846605158	0.070311181
N768	XY	4.863688302	0.066455127
N769	XY	4.566719436	0.101754913
N770	XY	4.969156392	0.056187338
N771	XY	4.822410559	0.071665941
N772	XY	4.766618188	0.078832461
N773	XY	4.805512492	0.076234932
N774	XY	4.841879473	0.066459231
N775	XY	4.927580918	0.062884425
N776	XY	4.829040177	0.067457156
N777	XY	4.73734785	0.079761561
N778	XY	4.406810339	0.107303461
N779	XY	4.516524735	0.09985638
N780	XY	5.168228671	0.03602579
N781	XY	4.451892253	0.114109495
N782	XY	4.797979323	0.070341613
N783	XY	4.728008184	0.085419203
N784	XY	4.762543214	0.080254617
N785	XY	4.56566607	0.095906686
N786	XY	4.849714	0.068432757
N787	XY	4.420841482	0.112898423
N788	XY	4.52403388	0.111918979
N789	XY	5.014661487	0.050721892
N790	XY	4.847159219	0.058435392
N791	XY	4.939304782	0.06648714
N792	XY	4.884289173	0.062104531
N793	XY	4.696752693	0.086096319
N794	XY	4.787862906	0.076636528
N795	XY	4.846350418	0.075092858
N796	XY	4.876410822	0.062736956
N797	XY	4.677865772	0.083868769
N798	XY	4.745130732	0.081609419
N799	XY	4.756858459	0.077662418
N800	XY	4.817104421	0.069132241
N801	XY	4.591384457	0.094024819
N802	XY	4.705002444	0.072555847
N803	XY	4.859665256	0.070792214
N804	XY	4.820331585	0.078427779
N805	XY	4.725284246	0.086323595
N806	XY	4.941387296	0.057902854
N807	XY	4.522660016	0.107689723
N808	XY	4.788700369	0.079415156
N809	XY	4.566146695	0.099163922
N810	XY	5.062925179	0.05658349
N811	XY	4.654406466	0.094067416
N812	XY	4.513515816	0.10325439
N813	XY	4.805259979	0.066744741
N814	XY	4.531341843	0.094931577
N815	XY	4.70651691	0.088366499
N816	XY	5.098465755	0.038805918
N817	XY	4.882062595	0.063818054
N818	XY	4.522689929	0.09810168
N819	XY	4.860681474	0.075987722
N820	XY	4.931875593	0.058771601
N821	XY	4.300003383	0.123517919
N822	XY	4.828387282	0.073602214
N823	XY	4.627309369	0.092599906
N824	XY	4.696964783	0.07926867
N825	XY	4.816260679	0.070477706
N826	XY	4.501828491	0.106487176
N827	XY	4.785873731	0.078017806
N828	XY	4.580119028	0.095227036
N829	XY	4.857187218	0.071659766
N830	XY	4.659911017	0.091039121
N831	XY	4.430259527	0.109586611
N832	XY	4.833681175	0.064702672
N833	XY	4.621380524	0.088960719
N834	XY	4.926912594	0.062499782
N835	XY	4.574583017	0.088037694
N836	XY	4.710586615	0.090740309
N837	XY	4.644270789	0.093483262
N838	XY	4.829114388	0.071238019
N839	XY	4.698568484	0.090370841
N840	XY	4.826770769	0.066367518
N841	XY	4.620186188	0.094865893
N842	XY	4.613492986	0.099480201
N843	XY	4.896296261	0.062322825
N844	XY	5.141511499	0.0390415
N845	XY	4.802262574	0.069749431
N846	XY	4.804528185	0.071784033
N847	XY	4.698974646	0.080671268
N848	XY	4.89626893	0.054507301
N849	XY	4.65830116	0.086945439
N850	XY	5.113837911	0.034501521
N851	XY	4.850929579	0.066307388
N852	XY	4.845127688	0.061757379
N853	XY	4.90171131	0.066287733
N854	XY	4.827409039	0.052583713
N855	XY	4.651565594	0.084782516
N856	XY	4.615715277	0.085270408
N857	XY	4.512091743	0.103390701
N858	XY	4.764770856	0.080852383
N859	XY	4.749284485	0.076886807
N860	XY	4.759348928	0.0801583
N861	XY	4.964614303	0.060318723
N862	XY	4.739437171	0.083988503
N863	XY	4.743566828	0.071961609
N864	XY	4.716802312	0.081046811
N865	XY	4.767052604	0.077642287
N866	XY	4.831469334	0.067232307
N867	XY	4.812578055	0.074622758
N868	XY	5.007350625	0.060832655
N869	XY	4.833276516	0.074158917
N870	XY	4.540166849	0.104537358
N871	XY	4.615436417	0.092557623
N872	XY	4.541800059	0.098807429
N873	XY	4.520863115	0.094474297
N874	XY	5.020925376	0.050822329
N875	XY	4.832191659	0.067261729
N876	XY	4.669750662	0.0877682
N877	XY	4.872620181	0.066755905
N878	XY	4.669155272	0.084774003
N879	XY	5.034866175	0.048590167
N880	XY	4.391477862	0.111110741
N881	XY	4.712944504	0.082076079
N882	XY	4.603887319	0.087288648
N883	XY	4.634610641	0.090779777
N884	XY	4.592891609	0.097470847
N885	XY	4.895010988	0.066201917
N886	XY	4.984600629	0.056699067
N887	XY	4.774606272	0.075308047
N888	XY	4.871026298	0.065451315
N889	XY	4.59223726	0.093717051
N890	XY	4.981182919	0.055236178
N891	XY	4.699823676	0.082766275
N892	XY	4.864833029	0.062930434
N893	XY	4.787972479	0.074267977
N894	XY	4.493178717	0.111974466
N895	XY	4.505501521	0.101126042
N896	XY	4.728220683	0.079794204
N897	XY	4.911906381	0.067476029
N898	XY	4.894702542	0.059932709
N899	XY	4.909421528	0.065560782
N900	XY	4.842013852	0.07327264
N901	XY	4.971719356	0.052732093
N902	XY	4.733788857	0.087862175
N903	XY	4.631273519	0.097342958
N904	XY	4.484649014	0.109575568
N905	XY	4.452540056	0.108509997
N906	XY	4.911396062	0.056955178
N907	XY	4.625350644	0.088802874
N908	XY	4.954182198	0.059374663
N909	XY	4.606870151	0.097764059
N910	XY	5.132813558	0.049240512
N911	XY	4.950639313	0.05369756
N912	XY	4.532904449	0.104712764
N913	XY	4.787713121	0.061522687
N914	XY	4.787925156	0.074573941
N915	XY	4.91196062	0.060395859
N916	XY	4.75505495	0.07678964
N917	XY	4.481065707	0.10790367
N918	XY	4.827030728	0.071077001
N919	XY	4.708645627	0.086610076
N920	XY	4.698635554	0.085721085
N921	XY	4.697228576	0.085448519
N922	XY	4.56847627	0.099206678
N923	XY	5.038812044	0.050520556
N924	XY	4.80496492	0.076889345
N925	XY	4.88146821	0.063537053
N926	XY	4.787660065	0.077369546
N927	XY	4.899680388	0.062407505
N928	XY	4.701052832	0.091406426
N929	XY	4.788017693	0.078665205
N930	XY	4.682597274	0.095708484
N931	XY	4.844827847	0.071613892
N932	XY	4.562582134	0.101800226
N933	XY	4.986006699	0.057244522
N934	XY	4.700792744	0.087125576
N935	XY	4.950948833	0.061580816
N936	XY	4.681314564	0.087455294
N937	XY	4.847359249	0.064675017
N938	XY	4.793478533	0.074043773
N939	XY	4.3849536	0.112770357
N940	XY	4.886626403	0.066877507
N941	XY	4.729804756	0.079545703
N942	XY	4.773075146	0.074442864
N943	XY	4.669979334	0.088808937
N944	XY	4.417405703	0.109061339
N945	XY	4.421731675	0.111199643
N946	XY	4.848743579	0.065672311
N947	XY	4.73262469	0.074403924
N948	XY	4.960211355	0.057539013
N949	XY	4.821934387	0.067454249
N950	XY	4.689999458	0.086786569
N951	XY	4.817351683	0.075513654
N952	XY	4.848777398	0.073802324
N953	XY	4.37292236	0.128595746
N954	XY	4.908003057	0.062800498
N955	XY	4.746354751	0.073810906
N956	XY	5.084844231	0.049240912
N957	XY	4.808395156	0.073943439
N958	XY	4.902562144	0.061694525
N959	XY	4.907940088	0.060311152
N960	XY	4.516759101	0.10215248
N961	XY	4.796481379	0.07696573
N962	XY	4.981209857	0.048182401
N963	XY	4.620295751	0.088196253
N964	XY	4.801985092	0.070267043
N965	XY	4.863333683	0.070628601
N966	XY	4.747016215	0.076239228
N967	XY	4.852219272	0.066159378
N968	XY	4.720305786	0.077369313
N969	XY	4.568411036	0.101856412
N970	XY	5.043080662	0.048142035
N971	XY	4.856340497	0.067480421
N972	XY	4.998118331	0.048686266
N973	XY	4.818229394	0.074836171
N974	XY	4.553628967	0.093410886
N975	XY	4.735427508	0.083157623
N976	XY	5.115928178	0.046750255
N977	XY	4.743907085	0.082826303
N978	XY	4.928183531	0.05729037
N979	XY	4.796777791	0.07583476
N980	XY	4.612553175	0.08582651
N981	XY	4.993189504	0.054136639
N982	XY	4.977939939	0.053131797
N983	XY	4.943898078	0.056269346
N984	XY	4.712148956	0.085301661
N985	XY	5.063444911	0.050489309
N986	XY	4.595374708	0.097398068
N987	XY	4.593061466	0.097297104
N988	XY	4.573244766	0.094316891
N989	XY	4.838770801	0.074260428
N990	XY	4.799432427	0.070572108
N991	XY	4.529954443	0.103679197
N992	XY	5.006575195	0.051406258
N993	XY	4.638997418	0.090220369
N994	XY	4.979430089	0.056579144
N995	XY	4.417418735	0.117461851
N996	XY	4.733902412	0.084980801
N997	XY	4.887250988	0.06693734
N998	XY	4.595822014	0.08121091
N999	XY	4.897088712	0.062297232
N1000	XY	4.783166498	0.079958811
N1001	XY	4.814195527	0.070399308
N1002	XY	5.034910586	0.048749107
N1003	XY	4.422662265	0.113050502
N1004	XY	4.751788368	0.072614135
N1005	XY	4.888588641	0.066862164
N1006	XY	4.839994447	0.066638914
N1007	XY	4.939052521	0.059142463
N1008	XY	4.98933798	0.056532524
N1009	XY	5.002608342	0.048699542
N1010	XY	5.114874752	0.041374259
N1011	XY	4.412590334	0.116557832
N1012	XY	4.789447743	0.084246356
N1013	XY	4.660561318	0.095529099
N1014	XY	4.558629302	0.100034705
N1015	XY	4.799098794	0.073504468
N1016	XY	4.881718107	0.073081736
N1017	XY	4.921382767	0.061225364
N1018	XY	5.000804401	0.059080342
N1019	XY	4.791186865	0.074333695
N1020	XY	4.967413413	0.054984866
N1021	XY	4.816965425	0.070961717
N1022	XY	4.678789651	0.08587137
N1023	XY	4.442005892	0.116242419
N1024	XY	4.746221704	0.078650995
N1025	XY	4.832474806	0.065670095
N1026	XY	4.594302024	0.094322342
N1027	XY	4.682652122	0.083250756
N1028	XY	4.733986082	0.080246248
N1029	XY	4.635600611	0.090191751
N1030	XY	4.827188676	0.07240441
N1031	XY	4.992539287	0.054061951
N1032	XY	4.813253749	0.07273147
N1033	XY	4.96803686	0.051238914
N1034	XY	4.786106752	0.0789111
N1035	XY	4.651095769	0.087079862
N1036	XY	4.923341524	0.055335263
N1037	XY	4.952899152	0.061706308
N1038	XY	4.786609126	0.073019152
N1039	XY	4.521670014	0.10751831
N1040	XY	4.634577611	0.091800358
N1041	XY	4.624364937	0.089495574
N1042	XY	4.598440666	0.093216698
N1043	XY	4.663330016	0.086331852
N1044	XY	4.599677485	0.094684379
N1045	XY	4.942148691	0.062855999
N1046	XY	4.885805312	0.059477116
N1047	XY	4.870058705	0.060275772
N1048	XY	4.643962799	0.087886471
N1049	XY	4.630647938	0.089012396
N1050	XY	4.875012957	0.065690991
N1051	XY	4.687027445	0.082458535
